ID	sample1
ENST00000390333	0.0
ENST00000390334	0.0
ENST00000390337	0.0
ENST00000390338	0.0
ENST00000390339	0.0
ENST00000632951	0.0
ENST00000633553	0.0
ENST00000633780	0.0
ENST00000632041	0.0
ENST00000634000	0.0
ENST00000633713	0.0
ENST00000390412	0.0
ENST00000390413	0.0
ENST00000390414	0.0
ENST00000390415	0.0
ENST00000390416	0.0
ENST00000390417	0.0
ENST00000390418	0.0
ENST00000390419	0.0
ENST00000361390	1905.72
ENST00000361453	1310.02
ENST00000361624	10647.8
ENST00000361739	3630.06
ENST00000361851	629.882
ENST00000361899	2726.32
ENST00000362079	7921.84
ENST00000361227	701.875
ENST00000361335	1143.45
ENST00000361381	2047.56
ENST00000361567	1276.13
ENST00000361681	497.779
ENST00000361789	2553.98
ENST00000383070	0.0
ENST00000250784	0.0
ENST00000430575	0.447862
ENST00000477725	0.0
ENST00000515575	0.0
ENST00000383052	0.0
ENST00000625061	0.0
ENST00000469869	0.0
ENST00000443793	0.0
ENST00000449237	0.0
ENST00000478783	0.150984
ENST00000155093	0.0
ENST00000321217	0.0
ENST00000559055	0.0
ENST00000333703	5.53116e-10
ENST00000622698	1.7096
ENST00000620615	0.0
ENST00000621505	0.0
ENST00000215473	0.0
ENST00000362095	0.0
ENST00000400457	0.0
ENST00000429039	0.0
ENST00000320701	0.0
ENST00000383042	0.0
ENST00000470569	0.0
ENST00000464674	0.0
ENST00000651267	0.0
ENST00000383036	0.0
ENST00000215479	0.0
ENST00000383032	0.0
ENST00000355162	0.0
ENST00000346432	0.0
ENST00000651523	0.0
ENST00000426950	0.0
ENST00000383008	0.0
ENST00000466036	0.0
ENST00000482082	0.0
ENST00000640033	0.0
ENST00000287721	0.0
ENST00000383000	0.0
ENST00000477879	0.0
ENST00000436159	0.0
ENST00000383005	0.0
ENST00000457222	0.0
ENST00000424594	0.0
ENST00000491844	0.0
ENST00000469322	0.0
ENST00000440483	0.0
ENST00000451548	0.0
ENST00000423647	0.0
ENST00000440215	0.0
ENST00000428845	0.0
ENST00000444056	0.0
ENST00000489397	0.0
ENST00000495839	0.0
ENST00000457658	0.0
ENST00000440408	0.0
ENST00000651177	0.0
ENST00000417071	0.0
ENST00000338981	0.0
ENST00000493168	0.0
ENST00000426564	0.0430222
ENST00000453031	0.181818
ENST00000471409	0.0903325
ENST00000360160	0.0
ENST00000454054	0.0
ENST00000336079	0.0
ENST00000493363	0.0
ENST00000440554	0.15338
ENST00000469101	0.0
ENST00000472510	0.0
ENST00000463199	0.0
ENST00000495478	0.0
ENST00000331397	0.0
ENST00000624098	0.0
ENST00000362096	0.0
ENST00000329134	0.0503041
ENST00000478900	0.0
ENST00000474365	0.0
ENST00000382893	0.0
ENST00000479713	0.0
ENST00000538878	0.0
ENST00000540140	0.0
ENST00000382896	0.0
ENST00000537580	0.0
ENST00000545955	0.0
ENST00000617789	0.0
ENST00000618474	0.0
ENST00000612274	0.0
ENST00000624081	0.0
ENST00000612610	0.0
ENST00000623960	12.1871
ENST00000623903	0.842189
ENST00000623795	0.0
ENST00000620481	0.0
ENST00000624810	0.0
ENST00000625036	0.0
ENST00000620015	0.0
ENST00000620528	63.2231
ENST00000624120	0.0
ENST00000624748	9.64149
ENST00000624648	0.0
ENST00000623810	7.68651
ENST00000624714	5.53262
ENST00000623390	7.94294
ENST00000622915	1.11465
ENST00000623476	0.0
ENST00000617716	31.6259
ENST00000632537	0.0
ENST00000623011	1.83406
ENST00000624312	0.614256
ENST00000633442	0.80093
ENST00000633593	1.23293
ENST00000634020	0.0
ENST00000634021	0.647225
ENST00000623998	3.363
ENST00000623744	3.31045
ENST00000464664	6.11796
ENST00000613488	11.968
ENST00000624077	0.0
ENST00000624691	0.0
ENST00000624406	1.42525
ENST00000398168	0.0
ENST00000618024	0.0
ENST00000624934	0.0
ENST00000622914	0.0
ENST00000624808	0.0
ENST00000623939	0.0
ENST00000624921	0.0
ENST00000617706	0.0
ENST00000637320	0.822552
ENST00000623375	5.83018
ENST00000610664	102.126
ENST00000620065	8.24258
ENST00000636923	3.16287
ENST00000624739	5.87354
ENST00000619610	13.7811
ENST00000636315	0.0
ENST00000637031	1.07244
ENST00000636177	3.71594
ENST00000636403	0.0898029
ENST00000639996	4.31361e-06
ENST00000619537	0.0
ENST00000624019	0.0
ENST00000624901	0.0
ENST00000624932	0.0
ENST00000624534	0.0
ENST00000622934	1.85073
ENST00000619874	0.0615739
ENST00000612624	0.0
ENST00000624304	0.00638658
ENST00000624758	0.0
ENST00000623661	0.125385
ENST00000400113	0.0
ENST00000618094	0.0
ENST00000613894	0.0
ENST00000646133	0.0
ENST00000643357	0.0
ENST00000624951	0.0
ENST00000382978	0.0
ENST00000462409	0.0
ENST00000390680	1.0928
ENST00000400103	0.0
ENST00000400230	0.0
ENST00000255310	0.0
ENST00000618699	0.0
ENST00000623803	0.0
ENST00000617668	0.0
ENST00000622690	0.0
ENST00000361479	16.0643
ENST00000414242	0.564372
ENST00000467481	0.0
ENST00000449056	0.0
ENST00000496525	3.14055
ENST00000497722	0.0238835
ENST00000635251	0.961151
ENST00000471658	5.78341
ENST00000492741	6.13332
ENST00000635562	0.0
ENST00000338910	10.7589
ENST00000427943	0.0
ENST00000619300	31.9334
ENST00000382909	2.30855
ENST00000535942	0.520716
ENST00000337963	3.05421
ENST00000382907	2.29374
ENST00000382905	0.00503289
ENST00000467542	0.756737
ENST00000495534	0.0
ENST00000382881	4.95385
ENST00000382874	0.45428
ENST00000610343	1.38583
ENST00000382871	12.402
ENST00000620447	0.0
ENST00000382883	2.91325
ENST00000468677	0.0
ENST00000382870	0.0
ENST00000494061	0.356766
ENST00000490152	0.0
ENST00000490422	2.64853
ENST00000622113	0.0
ENST00000612957	0.0
ENST00000618007	0.0
ENST00000427445	0.0
ENST00000612746	0.0
ENST00000241125	0.0
ENST00000382844	0.0
ENST00000382848	0.0
ENST00000241124	0.0
ENST00000647029	0.0
ENST00000400065	0.0
ENST00000644283	0.0
ENST00000643121	0.0
ENST00000400066	0.0
ENST00000643211	0.0
ENST00000647243	0.0
ENST00000636852	0.0
ENST00000644667	0.0
ENST00000644236	0.0
ENST00000645654	0.0
ENST00000646108	0.0
ENST00000642251	0.0
ENST00000643035	0.0
ENST00000298248	7.27438
ENST00000644593	0.0
ENST00000644872	0.0
ENST00000382812	0.0
ENST00000643750	0.0
ENST00000644153	0.0
ENST00000643887	0.961358
ENST00000644167	0.0
ENST00000480748	0.0
ENST00000645525	0.176744
ENST00000646414	0.0
ENST00000299443	0.0
ENST00000620442	0.0
ENST00000351808	2.93526
ENST00000319980	0.0602377
ENST00000389373	0.492503
ENST00000537103	0.198243
ENST00000461115	0.280506
ENST00000482172	0.0
ENST00000470695	0.0
ENST00000498088	3.67453
ENST00000304920	0.301625
ENST00000468605	0.0
ENST00000382758	0.0
ENST00000382754	8.84189
ENST00000460374	1.11765
ENST00000255305	13.8031
ENST00000490513	1.37216
ENST00000465018	0.0
ENST00000382592	5.59767
ENST00000472754	0.844305
ENST00000344577	0.0
ENST00000681601	0.0
ENST00000680487	0.0
ENST00000679868	0.114539
ENST00000400211	0.0
ENST00000680801	0.0
ENST00000536861	0.0
ENST00000614229	0.0
ENST00000382533	9.33693
ENST00000607003	0.000394593
ENST00000485646	2.55516
ENST00000492245	54.1805
ENST00000450573	109.259
ENST00000467636	44.531
ENST00000471009	0.311129
ENST00000621421	2.86904
ENST00000400018	3.1459
ENST00000298260	1.11318e-06
ENST00000314759	10.7416
ENST00000462482	3.2951
ENST00000465471	2.42557
ENST00000536239	4.26899
ENST00000475251	0.0
ENST00000309594	20.425
ENST00000468643	0.0
ENST00000468788	0.0
ENST00000495055	0.0
ENST00000461088	0.0
ENST00000400577	0.0
ENST00000475864	0.0
ENST00000626464	1.40226
ENST00000400590	14.0546
ENST00000464055	6.47174
ENST00000477811	0.0
ENST00000494731	3.78158
ENST00000484277	0.0
ENST00000382466	7.28247
ENST00000415724	1.28632
ENST00000542645	0.0
ENST00000320220	3.03348
ENST00000479790	0.657476
ENST00000382374	22.8403
ENST00000460488	0.0
ENST00000478700	0.900459
ENST00000480341	0.406433
ENST00000476895	0.71484
ENST00000469058	0.0
ENST00000468222	0.0
ENST00000382353	0.659987
ENST00000461657	0.0
ENST00000478546	1.7825
ENST00000285667	12.165
ENST00000478035	1.39359
ENST00000400564	0.0
ENST00000400566	39.1353
ENST00000644288	0.0
ENST00000647101	0.0
ENST00000463807	1.47643
ENST00000493640	0.0
ENST00000435732	0.0
ENST00000400562	0.0
ENST00000469393	0.0
ENST00000467280	0.0
ENST00000285670	0.0
ENST00000619120	0.388035
ENST00000218867	0.0
ENST00000402364	28.0115
ENST00000455470	5.50694
ENST00000382292	2.32706
ENST00000423156	2.03567
ENST00000476776	0.0
ENST00000248484	22.5321
ENST00000403372	5.43668
ENST00000464735	2.9918
ENST00000382258	2.39058
ENST00000382263	4.46903e-09
ENST00000400199	3.1329
ENST00000400202	0.00376325
ENST00000411932	0.0
ENST00000638122	0.197795
ENST00000637963	0.0
ENST00000637630	0.45248
ENST00000318948	12.195
ENST00000464194	0.0
ENST00000433710	0.0
ENST00000382172	21.939
ENST00000494139	0.0
ENST00000469167	2.40086
ENST00000285679	16.3411
ENST00000351097	0.000443746
ENST00000285681	2.20938
ENST00000547201	0.0
ENST00000549362	0.0
ENST00000464435	0.6522
ENST00000453553	2.63815
ENST00000449491	0.0
ENST00000478932	0.626438
ENST00000400183	0.0
ENST00000382137	2.29202
ENST00000382145	0.0
ENST00000556521	0.0
ENST00000382141	0.0
ENST00000424834	0.0
ENST00000466831	0.0507246
ENST00000382095	0.0
ENST00000474317	0.430523
ENST00000434675	0.279812
ENST00000494772	0.0
ENST00000399949	3.92434
ENST00000409126	0.0
ENST00000454083	2.45416e-07
ENST00000488060	0.896559
ENST00000382108	0.013137
ENST00000343003	5.79372
ENST00000382071	0.0
ENST00000332018	0.0
ENST00000381989	37.5232
ENST00000484989	1.1379
ENST00000480576	0.0
ENST00000381946	0.0
ENST00000218548	0.0
ENST00000255324	0.0
ENST00000255326	0.0
ENST00000255325	0.0
ENST00000418120	0.0
ENST00000339524	0.0
ENST00000381884	3.93348
ENST00000616936	0.000140281
ENST00000545981	10.9436
ENST00000471870	0.0
ENST00000493190	4.05294
ENST00000418179	3.28142
ENST00000281589	0.358741
ENST00000357816	0.128769
ENST00000515384	0.191518
ENST00000381801	13.5778
ENST00000482345	0.0
ENST00000643195	0.0
ENST00000381736	17.0893
ENST00000481980	1.22898
ENST00000480187	0.695043
ENST00000460326	0.860677
ENST00000465068	0.0
ENST00000490231	0.0
ENST00000463407	4.79684
ENST00000466694	2.25822
ENST00000381718	3.64626
ENST00000495460	1.78721
ENST00000381747	4.4776
ENST00000394327	0.100013
ENST00000476553	1.37902
ENST00000477876	0.0
ENST00000343518	0.0
ENST00000452800	0.0
ENST00000621704	0.105925
ENST00000284878	0.118998
ENST00000400166	0.288468
ENST00000356275	0.0
ENST00000400165	0.0
ENST00000400169	0.0
ENST00000381655	0.0
ENST00000381648	0.0
ENST00000281620	0.0
ENST00000491840	0.0
ENST00000359963	0.108406
ENST00000319420	0.0
ENST00000339775	1.72781
ENST00000348354	19.1731
ENST00000471860	6.43667
ENST00000496601	0.0
ENST00000464058	0.644932
ENST00000457956	0.0
ENST00000331428	0.0668086
ENST00000468480	0.0
ENST00000346166	3.05249
ENST00000381588	20.4849
ENST00000381570	0.0
ENST00000498039	0.0
ENST00000476347	0.0
ENST00000474280	8.30741
ENST00000400588	0.0
ENST00000651146	0.0
ENST00000465611	0.0
ENST00000643316	0.0
ENST00000520505	0.0
ENST00000523144	0.0
ENST00000284881	13.0744
ENST00000400559	0.0
ENST00000400558	8.30765
ENST00000405964	4.08569
ENST00000493464	0.436659
ENST00000482915	1.63626
ENST00000536792	0.0
ENST00000381527	12.7669
ENST00000465820	0.0
ENST00000477277	0.0
ENST00000625988	0.0
ENST00000480323	0.714537
ENST00000400128	0.0
ENST00000400131	0.0
ENST00000400135	0.0
ENST00000400127	0.0
ENST00000299295	0.0
ENST00000543733	0.138222
ENST00000338326	0.0
ENST00000399875	0.165136
ENST00000331437	0.0
ENST00000477874	0.0
ENST00000319363	4.96441
ENST00000459971	2.83155
ENST00000612619	0.0
ENST00000284885	0.0
ENST00000422787	0.0
ENST00000474775	0.0
ENST00000671038	0.0
ENST00000335327	2.38509e-06
ENST00000496788	0.128855
ENST00000361042	0.0263141
ENST00000155674	0.0
ENST00000336737	35.1909
ENST00000477157	0.751029
ENST00000399852	0.0
ENST00000486462	0.0
ENST00000463033	0.368218
ENST00000480451	2.4543
ENST00000405846	0.0671077
ENST00000381436	0.0
ENST00000282344	22.4875
ENST00000612674	1.12208
ENST00000620323	5.97339
ENST00000399837	2.67178e-09
ENST00000399839	0.0
ENST00000330232	0.0
ENST00000262607	10.3378
ENST00000648668	0.0
ENST00000648061	0.0
ENST00000449907	0.0
ENST00000649540	1.69069
ENST00000649915	1.2448
ENST00000469063	5.26678
ENST00000480276	0.0
ENST00000650635	1.861
ENST00000648343	0.0
ENST00000543038	0.0
ENST00000441548	0.0
ENST00000649310	0.0
ENST00000649746	0.310467
ENST00000610390	0.429262
ENST00000311549	17.41
ENST00000473558	3.49555
ENST00000461690	42.2536
ENST00000272274	1086.23
ENST00000319826	21.8514
ENST00000326092	11.0269
ENST00000493317	13.6811
ENST00000466550	6.56258
ENST00000483765	12.9595
ENST00000485756	12.3132
ENST00000241463	0.0
ENST00000475647	0.0
ENST00000480803	0.0
ENST00000381140	95.9971
ENST00000435781	0.0
ENST00000419181	63.3926
ENST00000438571	1.03581
ENST00000466776	0.0
ENST00000470606	3.26984
ENST00000493903	4.2029
ENST00000482655	1.31457
ENST00000400585	5.50906e-08
ENST00000497534	0.0
ENST00000612582	0.219024
ENST00000355219	0.0
ENST00000342247	0.0
ENST00000262608	0.0532883
ENST00000381116	0.0
ENST00000381120	6.49569
ENST00000461838	0.0
ENST00000460973	0.0
ENST00000471771	0.0
ENST00000493719	0.0
ENST00000485650	0.0
ENST00000485959	1.80438
ENST00000484342	0.0
ENST00000483903	0.831907
ENST00000464753	0.0
ENST00000405591	14.9954
ENST00000316334	0.827221
ENST00000649248	4.01202
ENST00000626929	2.14953
ENST00000627604	0.305881
ENST00000626064	5.41798
ENST00000637180	0.344958
ENST00000621089	0.0
ENST00000637389	0.0
ENST00000302979	63.6319
ENST00000399697	43.8469
ENST00000489647	3.05103
ENST00000630983	0.0
ENST00000636817	0.0245324
ENST00000465887	0.503228
ENST00000637071	0.0
ENST00000636226	0.0
ENST00000399696	1.07181
ENST00000636618	0.0
ENST00000472179	14.5789
ENST00000636411	0.0
ENST00000636952	1.08125
ENST00000636679	0.0
ENST00000630281	1.34959
ENST00000636117	0.0
ENST00000400546	0.0133836
ENST00000486367	0.0
ENST00000461281	0.0
ENST00000484983	0.0
ENST00000284894	0.0
ENST00000399813	0.0
ENST00000496051	0.0
