ID	ENCFF168AZV	ENCFF362CPC	ENCFF940WVU	ENCFF213XDA	ENCFF281VKZ	ENCFF250BDM
ENST00000493560.5	1037.9144025886806	723.7286500048249	940.8269373607328	108.84946119516708	277.85495971103086	115.36021226279057
ENST00000368868.10	3907.4424568044446	2701.920293351346	3119.584055459272	653.0967671710025	1667.129758266185	980.5618042337198
ENST00000447402.7	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000426705.6	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000474352.5	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000470345.5	488.4303071005556	771.9772266718131	594.206486754147	0.0	277.85495971103086	115.36021226279057
ENST00000290541.7	2381.0977471152087	2605.4231400173694	2327.308739787076	4245.128986611517	5001.389274798556	4210.6477475918555
ENST00000466425.1	0.0	48.24857666698832	49.51720722951226	0.0	0.0	0.0
ENST00000392723.5	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000271715.7	305.2689419378472	241.2428833349416	198.06882891804904	435.3978447806683	277.85495971103086	403.760742919767
ENST00000409503.5	61.05378838756945	48.24857666698832	148.55162168853676	108.84946119516708	0.0	0.0
ENST00000531094.5	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000271636.12	1343.183344526528	1543.9544533436263	1931.171081950978	2285.838685098509	0.0	2826.325200438369
ENST00000473377.5	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000467998.1	0.0	96.49715333397664	0.0	0.0	0.0	0.0
ENST00000392712.7	0.0	96.49715333397664	0.0	0.0	0.0	0.0
ENST00000368848.6	1465.2909213016667	1543.9544533436263	1386.4818024263432	1632.7419179275062	1389.2747985551541	865.2015919709293
ENST00000368849.8	61.05378838756945	48.24857666698832	49.51720722951226	108.84946119516708	0.0	0.0
ENST00000368843.8	61.05378838756945	0.0	99.03441445902452	217.69892239033416	0.0	57.680106131395284
ENST00000458013.7	427.3765187129861	241.2428833349416	148.55162168853676	435.3978447806683	277.85495971103086	288.4005306569764
ENST00000457110.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000263239.7	9463.337200073265	5741.58062337161	5100.272344639762	19048.655709154238	10836.343428730203	11997.462075330219
ENST00000439955.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000668696.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000376300.7	976.8606142011112	916.7229566727782	1039.8613518197574	1197.344073146838	0.0	922.8816981023245
ENST00000623784.1	61.05378838756945	144.74573000096498	148.55162168853676	0.0	0.0	173.04031839418585
ENST00000373960.4	0.0	48.24857666698832	0.0	0.0	555.7099194220617	57.680106131395284
ENST00000477226.6	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000463218.5	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000396688.5	61.05378838756945	96.49715333397664	49.51720722951226	0.0	0.0	0.0
ENST00000475921.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000396686.5	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000601508.1	0.0	48.24857666698832	0.0	108.84946119516708	0.0	0.0
ENST00000682340.1	0.0	48.24857666698832	0.0	0.0	277.85495971103086	0.0
ENST00000683241.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000373917.7	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000684334.1	0.0	0.0	0.0	0.0	277.85495971103086	0.0
ENST00000313597.10	854.7530374259723	1061.4686866737432	792.2753156721961	1632.7419179275062	1111.4198388441234	1038.241910365115
ENST00000358215.8	427.3765187129861	337.74003666891826	297.1032433770735	217.69892239033416	555.7099194220617	519.1209551825575
ENST00000373908.5	549.484095488125	723.7286500048249	445.6548650656103	544.2473059758354	277.85495971103086	576.8010613139528
ENST00000622191.2	488.4303071005556	96.49715333397664	396.1376578360981	326.54838358550126	277.85495971103086	115.36021226279057
ENST00000683386.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000683626.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000243776.11	9524.390988460835	8491.749493389945	9061.648923000743	10340.698813540874	7779.938871908864	9690.257830074408
ENST00000688634.1	0.0	48.24857666698832	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000691864.1	0.0	96.49715333397664	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000693236.1	0.0	144.74573000096498	0.0	217.69892239033416	0.0	0.0
ENST00000535926.3	0.0	0.0	0.0	0.0	0.0	115.36021226279057
ENST00000373891.3	61.05378838756945	385.98861333590656	396.1376578360981	326.54838358550126	277.85495971103086	403.760742919767
ENST00000373883.4	244.2151535502778	96.49715333397664	99.03441445902452	979.6451507565038	833.5648791330925	1268.9623348906962
ENST00000462534.5	0.0	0.0	0.0	108.84946119516708	0.0	230.72042452558114
ENST00000489804.5	0.0	0.0	49.51720722951226	108.84946119516708	0.0	57.680106131395284
ENST00000603926.5	305.2689419378472	578.9829200038599	544.6892795246348	0.0	0.0	403.760742919767
ENST00000472388.1	244.2151535502778	144.74573000096498	49.51720722951226	217.69892239033416	0.0	173.04031839418585
ENST00000373873.8	2075.828805177361	2267.6831033484514	3119.584055459272	3483.1827582453466	3612.114476243401	3287.7660494895313
ENST00000462385.1	0.0	0.0	0.0	0.0	0.0	115.36021226279057
ENST00000243786.3	0.0	0.0	99.03441445902452	0.0	0.0	0.0
ENST00000456909.6	610.5378838756944	337.74003666891826	495.1720722951226	1088.4946119516708	277.85495971103086	346.0806367883717
ENST00000273063.10	61.05378838756945	0.0	99.03441445902452	0.0	0.0	0.0
ENST00000358055.8	427.3765187129861	96.49715333397664	99.03441445902452	108.84946119516708	0.0	57.680106131395284
ENST00000317151.7	0.0	144.74573000096498	247.5860361475613	108.84946119516708	0.0	0.0
ENST00000597288.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000432087.5	183.16136516270834	0.0	99.03441445902452	0.0	277.85495971103086	115.36021226279057
ENST00000411486.7	6776.9705110202085	5210.846280034739	5347.858380787324	7510.612822466529	7224.228952486802	7613.774009344177
ENST00000438684.1	549.484095488125	723.7286500048249	742.7581084426838	1088.4946119516708	833.5648791330925	1672.723077810463
ENST00000623215.1	0.0	48.24857666698832	99.03441445902452	217.69892239033416	277.85495971103086	115.36021226279057
ENST00000399503.4	549.484095488125	675.4800733378365	990.3441445902452	544.2473059758354	277.85495971103086	173.04031839418585
ENST00000285947.5	0.0	144.74573000096498	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000418299.5	0.0	96.49715333397664	99.03441445902452	108.84946119516708	277.85495971103086	0.0
ENST00000463805.5	61.05378838756945	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000651356.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000360568.8	976.8606142011112	578.9829200038599	396.1376578360981	326.54838358550126	277.85495971103086	288.4005306569764
ENST00000379104.7	183.16136516270834	192.99430666795328	49.51720722951226	108.84946119516708	555.7099194220617	57.680106131395284
ENST00000379086.5	0.0	144.74573000096498	99.03441445902452	0.0	0.0	57.680106131395284
ENST00000166534.8	122.1075767751389	48.24857666698832	49.51720722951226	0.0	0.0	0.0
ENST00000428369.6	61.05378838756945	48.24857666698832	99.03441445902452	0.0	0.0	0.0
ENST00000467587.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000253754.8	1098.96819097625	1206.214416674708	1138.8957662787818	1197.344073146838	1111.4198388441234	807.521485839534
ENST00000379018.7	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000200652.4	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000666504.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000245407.8	183.16136516270834	96.49715333397664	198.06882891804904	435.3978447806683	555.7099194220617	230.72042452558114
ENST00000435065.7	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000692825.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000475308.1	0.0	0.0	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000245414.9	305.2689419378472	0.0	247.5860361475613	217.69892239033416	1111.4198388441234	115.36021226279057
ENST00000365663.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000378823.8	3541.119726479028	2508.9259866833927	2772.9636048526863	2068.1397627081747	833.5648791330925	1384.3225471534868
ENST00000378746.8	183.16136516270834	48.24857666698832	148.55162168853676	0.0	0.0	57.680106131395284
ENST00000614847.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000378719.7	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000296873.11	3419.012149703889	2943.163176686288	2871.998019311711	1959.2903015130075	555.7099194220617	1499.6827594162773
ENST00000458488.2	122.1075767751389	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000378693.4	61.05378838756945	0.0	99.03441445902452	0.0	0.0	57.680106131395284
ENST00000378676.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000606676.1	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000440118.1	61.05378838756945	96.49715333397664	0.0	0.0	0.0	0.0
ENST00000296875.4	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000687138.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000378667.1	366.32273032541667	578.9829200038599	841.7925229017084	108.84946119516708	555.7099194220617	749.8413797081387
ENST00000498309.1	122.1075767751389	241.2428833349416	247.5860361475613	0.0	555.7099194220617	173.04031839418585
ENST00000496429.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000378670.8	5128.5182245558335	5838.077776705587	5496.41000247586	2394.688146293676	3334.25951653237	7498.413797081386
ENST00000378665.1	0.0	96.49715333397664	297.1032433770735	0.0	0.0	57.680106131395284
ENST00000480372.1	0.0	0.0	49.51720722951226	108.84946119516708	0.0	0.0
ENST00000483190.1	61.05378838756945	0.0	0.0	108.84946119516708	0.0	115.36021226279057
ENST00000265343.10	122.1075767751389	48.24857666698832	445.6548650656103	217.69892239033416	0.0	57.680106131395284
ENST00000465484.1	183.16136516270834	48.24857666698832	198.06882891804904	0.0	0.0	57.680106131395284
ENST00000515288.2	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000359370.10	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000360966.9	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000645722.2	488.4303071005556	578.9829200038599	1138.8957662787818	326.54838358550126	0.0	173.04031839418585
ENST00000274498.9	122.1075767751389	385.98861333590656	396.1376578360981	326.54838358550126	0.0	288.4005306569764
ENST00000439386.2	61.05378838756945	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000414386.6	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000307972.10	366.32273032541667	289.49146000192997	594.206486754147	0.0	0.0	57.680106131395284
ENST00000373063.7	488.4303071005556	96.49715333397664	396.1376578360981	0.0	0.0	115.36021226279057
ENST00000409208.5	915.8068258135418	578.9829200038599	841.7925229017084	544.2473059758354	277.85495971103086	57.680106131395284
ENST00000373057.7	0.0	48.24857666698832	49.51720722951226	0.0	0.0	0.0
ENST00000432027.5	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000419164.6	0.0	96.49715333397664	49.51720722951226	108.84946119516708	0.0	57.680106131395284
ENST00000230321.11	2258.9901703400697	1302.7115700086847	1782.6194602624412	979.6451507565038	1111.4198388441234	1153.6021226279056
ENST00000373050.8	183.16136516270834	96.49715333397664	148.55162168853676	0.0	0.0	0.0
ENST00000435476.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000424495.2	0.0	0.0	49.51720722951226	0.0	277.85495971103086	57.680106131395284
ENST00000373033.6	0.0	0.0	0.0	217.69892239033416	0.0	115.36021226279057
ENST00000358871.6	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000259748.6	122.1075767751389	96.49715333397664	99.03441445902452	0.0	0.0	57.680106131395284
ENST00000373018.7	610.5378838756944	1157.9658400077199	990.3441445902452	544.2473059758354	277.85495971103086	288.4005306569764
ENST00000398884.7	976.8606142011112	1206.214416674708	1287.4473879673187	544.2473059758354	833.5648791330925	1211.282228759301
ENST00000398881.4	1221.0757677513889	1399.2087233426614	1683.5850458034167	979.6451507565038	1944.984717977216	1326.6424410220916
ENST00000373006.5	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000414165.7	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000257765.9	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000370384.7	122.1075767751389	48.24857666698832	99.03441445902452	217.69892239033416	0.0	115.36021226279057
ENST00000484801.5	0.0	96.49715333397664	49.51720722951226	217.69892239033416	0.0	288.4005306569764
ENST00000662430.1	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000442007.1	0.0	48.24857666698832	49.51720722951226	0.0	0.0	0.0
ENST00000671298.1	122.1075767751389	337.74003666891826	198.06882891804904	0.0	0.0	0.0
ENST00000433978.1	0.0	0.0	99.03441445902452	0.0	0.0	0.0
ENST00000370370.4	0.0	0.0	0.0	0.0	0.0	115.36021226279057
ENST00000370367.4	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000424573.1	3052.6894193784724	241.2428833349416	247.5860361475613	0.0	0.0	230.72042452558114
ENST00000370336.5	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000370315.4	0.0	0.0	99.03441445902452	217.69892239033416	277.85495971103086	115.36021226279057
ENST00000680289.1	122.1075767751389	96.49715333397664	99.03441445902452	0.0	0.0	0.0
ENST00000681204.1	122.1075767751389	48.24857666698832	148.55162168853676	108.84946119516708	0.0	57.680106131395284
ENST00000680609.1	61.05378838756945	0.0	0.0	108.84946119516708	0.0	57.680106131395284
ENST00000679627.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000680686.1	732.6454606508333	337.74003666891826	247.5860361475613	326.54838358550126	833.5648791330925	115.36021226279057
ENST00000681509.1	0.0	0.0	0.0	0.0	277.85495971103086	0.0
ENST00000680570.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000680131.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000681284.1	0.0	0.0	49.51720722951226	0.0	0.0	115.36021226279057
ENST00000487960.2	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000498286.6	732.6454606508333	1109.7172633407315	1089.3785590492696	1632.7419179275062	1667.129758266185	1845.763396204649
ENST00000370300.8	61.05378838756945	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000607480.2	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000316292.13	5555.89474326882	6224.066390041494	5892.547660311959	10667.247197126375	13059.18310641845	11651.381438541846
ENST00000309268.11	84376.33555162098	93264.49869728844	85219.1136419906	143245.8909328399	190052.7924423451	157928.13058776027
ENST00000615060.5	0.0	48.24857666698832	49.51720722951226	435.3978447806683	555.7099194220617	115.36021226279057
ENST00000678508.1	0.0	0.0	0.0	653.0967671710025	0.0	115.36021226279057
ENST00000676710.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000678515.1	122.1075767751389	0.0	0.0	0.0	0.0	0.0
ENST00000331523.7	1648.4522864643752	1495.7058766766381	1584.5506313443923	3592.032219440514	5001.389274798556	3922.2472169348794
ENST00000356303.7	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000455918.2	122.1075767751389	48.24857666698832	0.0	108.84946119516708	0.0	115.36021226279057
ENST00000677236.1	0.0	48.24857666698832	0.0	0.0	0.0	115.36021226279057
ENST00000495333.6	0.0	0.0	0.0	0.0	277.85495971103086	0.0
ENST00000678703.1	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000677062.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000369002.9	4823.249282617987	5066.100550033774	3961.3765783609806	9687.60204636987	6668.51903306474	7325.373478687201
ENST00000459782.1	0.0	48.24857666698832	0.0	0.0	277.85495971103086	0.0
ENST00000606070.1	122.1075767751389	0.0	0.0	0.0	0.0	0.0
ENST00000417878.1	0.0	0.0	0.0	108.84946119516708	0.0	0.0
ENST00000193322.8	2869.5280542157643	1881.6944900125445	1782.6194602624412	2503.537607488843	3056.404556821339	3057.04562496395
ENST00000230085.13	4151.657610354722	4680.111936697867	4258.479821738054	5333.623598563187	4445.679355376494	4210.6477475918555
ENST00000349379.5	305.2689419378472	482.4857666698832	198.06882891804904	0.0	277.85495971103086	230.72042452558114
ENST00000368977.9	183.16136516270834	192.99430666795328	198.06882891804904	0.0	0.0	173.04031839418585
ENST00000647893.1	549.484095488125	530.7343433368716	940.8269373607328	2176.9892239033416	833.5648791330925	1730.4031839418585
ENST00000513998.5	61.05378838756945	0.0	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000454596.1	0.0	48.24857666698832	0.0	6530.967671710025	4445.679355376494	8132.894964526735
ENST00000622916.1	0.0	0.0	0.0	326.54838358550126	0.0	346.0806367883717
ENST00000367976.4	1282.1295561389584	1399.2087233426614	1336.964595196831	6095.569826929357	4445.679355376494	6633.212205110457
ENST00000367963.8	549.484095488125	482.4857666698832	297.1032433770735	108.84946119516708	277.85495971103086	288.4005306569764
ENST00000392401.3	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000345317.7	61.05378838756945	192.99430666795328	346.6204506065858	435.3978447806683	0.0	346.0806367883717
ENST00000242159.5	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000620901.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000519050.1	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000222761.7	122.1075767751389	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000496902.7	1037.9144025886806	48.24857666698832	445.6548650656103	0.0	0.0	0.0
ENST00000297205.7	0.0	0.0	49.51720722951226	435.3978447806683	277.85495971103086	519.1209551825575
ENST00000287908.7	183.16136516270834	0.0	49.51720722951226	108.84946119516708	0.0	57.680106131395284
ENST00000394621.7	0.0	48.24857666698832	148.55162168853676	108.84946119516708	0.0	0.0
ENST00000394626.5	0.0	48.24857666698832	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000394622.6	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000389297.8	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000257659.12	0.0	0.0	49.51720722951226	108.84946119516708	0.0	0.0
ENST00000417207.5	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000380058.7	61.05378838756945	48.24857666698832	49.51720722951226	0.0	0.0	0.0
ENST00000222511.11	488.4303071005556	337.74003666891826	297.1032433770735	326.54838358550126	277.85495971103086	173.04031839418585
ENST00000287916.8	3235.850784541181	2315.9316800154397	2822.4808120821986	3918.580603026015	4723.534315087524	3691.526792409298
ENST00000495768.1	61.05378838756945	0.0	49.51720722951226	108.84946119516708	0.0	0.0
ENST00000496677.6	122.1075767751389	96.49715333397664	99.03441445902452	108.84946119516708	277.85495971103086	0.0
ENST00000394605.2	610.5378838756944	1206.214416674708	693.2409012131716	1088.4946119516708	555.7099194220617	1153.6021226279056
ENST00000427904.1	0.0	48.24857666698832	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000380050.8	671.591672263264	192.99430666795328	297.1032433770735	2612.38706868401	555.7099194220617	1903.4435023360443
ENST00000287934.4	1282.1295561389584	482.4857666698832	1287.4473879673187	108.84946119516708	277.85495971103086	173.04031839418585
ENST00000393486.6	1037.9144025886806	530.7343433368716	1039.8613518197574	870.7956895613366	0.0	807.521485839534
ENST00000461440.5	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000358204.9	2747.4204774406253	3859.8861333590658	2772.9636048526863	4027.430064221182	5279.244234509586	2999.3655188325547
ENST00000496912.1	0.0	0.0	0.0	0.0	277.85495971103086	0.0
ENST00000222693.5	793.6992490384029	964.9715333397664	792.2753156721961	326.54838358550126	833.5648791330925	346.0806367883717
ENST00000343213.2	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000495841.1	0.0	0.0	0.0	0.0	277.85495971103086	0.0
ENST00000451122.5	0.0	0.0	0.0	217.69892239033416	0.0	57.680106131395284
ENST00000341049.7	0.0	0.0	99.03441445902452	326.54838358550126	555.7099194220617	288.4005306569764
ENST00000393468.1	61.05378838756945	48.24857666698832	0.0	0.0	277.85495971103086	57.680106131395284
ENST00000393467.1	305.2689419378472	241.2428833349416	594.206486754147	1088.4946119516708	555.7099194220617	749.8413797081387
ENST00000397752.8	0.0	0.0	0.0	435.3978447806683	0.0	230.72042452558114
ENST00000361183.8	14225.532694303682	12110.39274341407	10745.23396880416	14259.279416566887	17227.007502083914	13093.384091826729
ENST00000490693.5	0.0	0.0	0.0	0.0	0.0	115.36021226279057
ENST00000426421.5	183.16136516270834	192.99430666795328	148.55162168853676	108.84946119516708	555.7099194220617	230.72042452558114
ENST00000496161.1	122.1075767751389	0.0	0.0	0.0	0.0	0.0
ENST00000456775.1	244.2151535502778	192.99430666795328	247.5860361475613	0.0	277.85495971103086	288.4005306569764
ENST00000265437.9	0.0	96.49715333397664	49.51720722951226	544.2473059758354	277.85495971103086	461.4408490511623
ENST00000393451.7	61.05378838756945	241.2428833349416	198.06882891804904	217.69892239033416	0.0	461.4408490511623
ENST00000323984.8	61.05378838756945	96.49715333397664	49.51720722951226	217.69892239033416	555.7099194220617	692.1612735767434
ENST00000432298.5	61.05378838756945	0.0	0.0	0.0	0.0	0.0
ENST00000467538.5	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000160373.8	122.1075767751389	0.0	49.51720722951226	108.84946119516708	0.0	230.72042452558114
ENST00000441556.5	0.0	0.0	99.03441445902452	435.3978447806683	0.0	57.680106131395284
ENST00000265827.8	122.1075767751389	48.24857666698832	198.06882891804904	217.69892239033416	0.0	57.680106131395284
ENST00000393312.5	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000623124.1	61.05378838756945	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000624029.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000321407.3	1282.1295561389584	1785.197336678568	1832.1366674919534	3047.7849134646785	1111.4198388441234	1499.6827594162773
ENST00000463733.5	305.2689419378472	337.74003666891826	495.1720722951226	217.69892239033416	0.0	57.680106131395284
ENST00000000233.10	11966.542523963612	14088.58438676059	14112.404060410992	6422.118210514858	9169.213670464018	6863.932629636039
ENST00000684443.1	61.05378838756945	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000409003.5	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000524796.6	0.0	241.2428833349416	297.1032433770735	108.84946119516708	0.0	57.680106131395284
ENST00000648422.1	61.05378838756945	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000308941.9	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000421063.6	0.0	0.0	49.51720722951226	0.0	0.0	57.680106131395284
ENST00000372586.4	4151.657610354722	2557.174563350381	2772.9636048526863	2721.236529879177	3334.25951653237	2537.9246697813924
ENST00000372577.2	3113.743207766042	3811.6375566920774	4902.203515721713	10558.397735931207	1389.2747985551541	7267.693372555806
ENST00000372564.8	9097.014469747848	7333.783653382226	7625.649913344887	5877.870904539022	4445.679355376494	4499.048278248832
ENST00000372559.5	244.2151535502778	434.2371900028949	544.6892795246348	0.0	555.7099194220617	115.36021226279057
ENST00000461811.5	305.2689419378472	289.49146000192997	198.06882891804904	0.0	0.0	0.0
ENST00000416629.5	0.0	96.49715333397664	0.0	0.0	277.85495971103086	57.680106131395284
ENST00000684074.1	854.7530374259723	385.98861333590656	792.2753156721961	761.9462283661696	277.85495971103086	230.72042452558114
ENST00000358369.8	0.0	144.74573000096498	0.0	0.0	0.0	0.0
ENST00000483458.1	0.0	48.24857666698832	0.0	108.84946119516708	0.0	0.0
ENST00000670830.1	0.0	0.0	0.0	0.0	0.0	57.680106131395284
ENST00000406974.7	427.3765187129861	337.74003666891826	148.55162168853676	217.69892239033416	277.85495971103086	346.0806367883717
ENST00000372546.9	2686.366689053056	2315.9316800154397	1832.1366674919534	2721.236529879177	2222.839677688247	2710.964988175578
ENST00000318080.7	976.8606142011112	1157.9658400077199	1089.3785590492696	979.6451507565038	1667.129758266185	749.8413797081387
ENST00000455396.2	0.0	96.49715333397664	0.0	0.0	0.0	0.0
ENST00000681118.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000681622.1	0.0	0.0	49.51720722951226	0.0	0.0	0.0
ENST00000681627.1	0.0	0.0	49.51720722951226	0.0	277.85495971103086	0.0
ENST00000458362.5	549.484095488125	530.7343433368716	346.6204506065858	0.0	0.0	230.72042452558114
ENST00000681725.1	0.0	48.24857666698832	0.0	0.0	0.0	0.0
ENST00000393384.3	0.0	48.24857666698832	0.0	0.0	0.0	57.680106131395284
ENST00000358994.9	61.05378838756945	48.24857666698832	49.51720722951226	435.3978447806683	0.0	57.680106131395284
ENST00000357197.8	427.3765187129861	675.4800733378365	297.1032433770735	217.69892239033416	0.0	403.760742919767
ENST00000348141.9	0.0	0.0	0.0	108.84946119516708	0.0	57.680106131395284
ENST00000337738.6	427.3765187129861	530.7343433368716	445.6548650656103	1197.344073146838	1111.4198388441234	865.2015919709293
ENST00000355007.7	122.1075767751389	0.0	0.0	0.0	0.0	0.0
